Timestamp,OLD OI,Lot,Top-3,O-Cost,Cost,O-Avg,Symbol,D.QTY,QTY,% Top-3,% O-Cost,% Cost,% Avg,Current,Diff,Actionable
2023-09-26 16:42:41,4860,1000,507.05818476499184,514.3530564263323,510.90234962406015,502.04892761394103,AARTIIND,1.4386831275720164,6992.0,-0.012992956159548553,-0.0067088291965197,-0.020419459083984664,-0.003144967605936503,500.47,500.47,
2023-09-26 16:42:41,1581,250,4227.554171855541,4346.039942938659,4289.991314285714,4189.952896244431,ABB,1.2865275142314991,2034.0,-0.0015692695080544666,-0.012896482634498415,-0.01610057205843419,0.007390799973748082,4220.92,4220.92,
2023-09-26 16:42:42,499,40,22856.384323640963,23172.777777777777,22971.486123545208,22750.140977443607,ABBOTINDIA,1.222444889779559,610.0,0.0004732015442989735,-0.008686556966234918,-0.004539807437112946,0.005145419655748765,22867.2,22867.2,
2023-09-26 16:42:42,2401,5400,177.31175452972778,182.0423343486514,179.95415733722263,176.5406541465967,ABCAPITAL,0.9283631820074969,2229.0,-0.0018146260555660157,-0.011470831874905798,-0.01647173580807013,0.0025452825898684235,176.99,176.99,
2023-09-26 16:42:42,4777,2600,217.60438729198185,222.48084175409758,220.70313736037718,217.33608058608056,ABFRL,1.113879003558719,5321.0,-0.0027315041731410983,-0.007990370675086038,-0.016733506394822194,-0.0015003518293015942,217.01,217.01,
2023-09-26 16:42:42,3753,300,2003.3753417350138,2021.7748629020305,2015.5122595934736,2005.5089962121212,ACC,2.844391153743672,10675.0,0.013459613734505457,-0.0030975769970587267,0.007356809831321534,0.012381397358365335,2030.34,2030.34,
2023-09-26 16:42:43,10060,300,2483.047917195476,2530.8515675716963,2504.6702382401886,2474.9785630765236,ADANIENT,0.6502982107355865,6542.0,0.004116748103705263,-0.010344869555755152,-0.004551592487559789,0.007390543577371094,2493.27,2493.27,
2023-09-26 16:42:43,17718,800,835.1283453271247,849.1907816229117,841.6287737764842,831.7164281245111,ADANIPORTS,1.6603454114459872,29418.0,-0.0029197252623123205,-0.008904957531422482,-0.01062080344089811,0.0011705574671457223,832.69,832.69,
2023-09-26 16:42:52,863,200,3604.2071835304423,3666.1181640625,3635.1725746268658,3580.911815068493,ALKEM,2.482039397450753,2142.0,-0.010228930151104553,-0.008440968907925983,-0.018660069978611214,-0.0037900444829114936,3567.34,3567.34,
2023-09-26 16:42:52,11888,1800,424.8177681992337,432.8072354211663,428.6408224322862,423.9329536980544,AMBUJACEM,1.3165376850605652,15651.0,0.019189950164568117,-0.00962648645378062,0.01009977897846564,0.021317159289254605,432.97,432.97,
2023-09-26 16:42:55,5865,125,5073.811649987169,5064.852296550411,5080.735188339959,5096.403083286332,APOLLOHOSP,1.0757033248081842,6309.0,0.006182403324512492,0.003135904239569946,0.0048112745014031,0.0017221786758689463,5105.18,5105.18,
2023-09-26 16:42:55,3266,1700,373.09641789532355,376.1836642413779,375.8263563579172,375.1337622756519,APOLLOTYRE,1.1726883037354563,3830.0,0.00207341069914396,-0.000949822965282943,-0.005205479405106017,-0.003368831075042744,373.87,373.87,
2023-09-26 16:43:03,5343,5000,180.62035760196332,182.2432523364486,181.28655140107315,180.48568299170708,ASHOKLEY,1.145985401459854,6123.0,0.004039646514511955,-0.005249582210095892,0.0003499906553270352,0.004788839723828001,181.35,181.35,
2023-09-26 16:43:03,9351,200,3307.5167590563356,3263.946965345587,3294.316543304816,3324.9382239382235,ASIANPAINT,1.1229814993048872,10501.0,-0.0004132281575272854,0.009304556195818414,0.0035920824667664657,-0.0056506986514683775,3306.15,3306.15,
2023-09-26 16:43:03,4904,367,1850.3047225386322,1885.2180664616942,1859.374468746338,1840.3388818188207,ASTRAL,1.370309951060359,6720.0,0.033564891612101175,-0.013708545539170069,0.028523319075915345,0.03916187333386728,1912.41,1912.4100000000003,
2023-09-26 16:43:03,1965,75,7077.846273897776,7184.000969344481,7134.720889113412,7022.494481236204,ATUL,1.4111959287531806,2773.0,-0.016422548526723636,-0.006859698438426737,-0.024263162049906636,-0.008669922261795245,6961.61,6961.61,
2023-09-26 16:43:09,5219,1000,737.8410378427374,737.0339197748063,735.6946718022789,733.9184244913198,AUBANK,1.0502011879670434,5481.0,0.006653143299829477,-0.0018170777987214675,0.009590022149320743,0.01203345659948704,742.75,742.75,
2023-09-26 16:43:09,5256,1100,874.9407925407926,883.2028983183983,879.018137264002,873.2621877273831,AUROPHARMA,0.8664383561643836,4554.0,0.0018392186910548489,-0.00473816499285045,-0.002807834286200603,0.0037649772529063834,876.55,876.55,
2023-09-26 16:43:09,21380,625,1025.8198935882406,1029.8223789676179,1025.3328367473619,1021.7070257206974,AXISBANK,0.9452291861552853,20209.0,-0.0029341345464770126,-0.004359530645232919,-0.0024605051715353623,0.0010795406623777704,1022.81,1022.81,
2023-09-26 16:43:09,4980,250,5073.296151053014,5116.843594445901,5088.501089824481,5066.4228571428575,BAJAJ-AUTO,0.7949799196787148,3959.0,0.008230122528589179,-0.00553906018393531,0.00521743234537364,0.009597924261017028,5115.05,5115.05,
2023-09-26 16:43:32,7466,500,1572.5809996455157,1554.910886593257,1570.3638519299172,1591.7235211046602,BAJAJFINSV,1.0333511920707206,7715.0,0.0029372098197329973,0.009938167820354716,0.004353225567234902,-0.00912439937721145,1577.2,1577.2,
2023-09-26 16:43:32,13007,125,7773.369709252474,7564.119627507164,7739.701886053645,7840.37457644522,BAJFINANCE,0.8979780118397785,11680.0,0.016251676618076864,0.023212517410217803,0.020672387167089693,0.007566656793797979,7899.7,7899.7,
2023-09-26 16:43:33,2946,300,2559.4432126139445,2520.6277533039647,2541.7573778422834,2562.401960784314,BALKRISIND,0.8139850644942295,2398.0,0.00300721162638911,0.008382683444877017,0.009986249033439991,0.0018490616570695307,2567.14,2567.14,
2023-09-26 16:43:33,3998,1600,438.8693116359447,430.8592105263157,436.7386195606252,440.6803546224417,BALRAMCHIN,0.03401700850425213,136.0,-0.008657045583301942,0.013645777763756093,-0.0038206366139634735,-0.012731120331534767,435.07,435.07,
2023-09-26 16:43:45,12520,2500,252.0923363462066,246.6132786885246,249.38901845018452,252.65040128410914,BANDHANBNK,0.7289936102236422,9127.0,0.007884665129461515,0.011255435134803614,0.018809896197384143,0.005658406670343147,254.08,254.08,
2023-09-26 16:43:45,8207,5850,216.50041084003345,213.63650543159133,215.3161482766746,218.52831196581195,BANKBARODA,0.7120750578774218,5844.0,0.0013837810228818318,0.007862152779975632,0.006891502264004423,-0.007908869794785809,216.8,216.8,
2023-09-26 16:42:41,62530,15,45135.340660839276,45707.0919034956,45538.605782972685,45003.74298111282,BANKNIFTY,0.5346873500719654,33434.0,-0.0038123266229952877,-0.0036862139660657706,-0.012634022783100045,-0.0008993247768259118,44963.27,44963.27,
2023-09-26 16:43:45,1426,375,1636.51491660794,1663.1900119719514,1647.7223116836644,1630.7574563871694,BATAINDIA,1.4431977559607294,2058.0,-0.011411394065779864,-0.00930001994777964,-0.018135526521535276,-0.007921138938580883,1617.84,1617.84,
2023-09-26 16:43:45,4998,5700,136.70644211730874,138.48499914981912,137.75603397905525,136.08652144550754,BEL,0.9433773509403761,4715.0,0.011510488154910656,-0.005263856556588088,0.003803579457175865,0.016118264551061964,138.28,138.28,
2023-09-26 16:43:51,4385,1320,600.8330816470352,586.9179277637089,596.3386115437513,608.2503183958008,BERGEPAINT,1.2647662485746864,5546.0,-0.02097601152800536,0.016051109251232702,-0.013597327737609346,-0.03291460405413744,588.23,588.23,
2023-09-26 16:43:51,2798,1000,1108.0268082043901,1118.6472093023258,1112.035460992908,1102.6586411609499,BHARATFORG,1.0418155825589708,2915.0,0.0005624338608014971,-0.005910485678091,-0.0030443822267007983,0.0054335572364826775,1108.65,1108.65,
2023-09-26 16:44:03,21274,950,915.6875305293341,919.6872546663462,916.2326144131041,913.6234654921013,BHARTIARTL,0.5480868665977249,11660.0,0.00656607114349396,-0.0037563206793546824,0.0059672462002436965,0.008840112817755269,921.7,921.7,
