OLD OI,Lot,Top-3,O-Cost,Cost,O-Avg,Symbol,D.QTY,QTY,% Top-3,% O-Cost,% Cost,% Avg,Current,Diff
7034,350,1987.6221081479625,1980.6354966498754,1977.8977628584948,1945.8459776696247,COLPAL,0.0,0.0,0.003057870923814991,-0.001382250189906884,0.007989410493425865,0.024592913765808955,1993.7,0.0,False
7266,1000,719.8568180643829,700.4977180705409,701.9800084979818,716.5629749021414,CONCOR,0.0,0.0,0.028260039253802976,0.0021160531850462957,0.054445982847570164,0.032986668200497934,740.2,0.0,False
2183,700,1116.4079536542793,1114.2332727379348,1114.9518463574036,1131.0329958755158,COROMANDEL,0.0,0.0,-0.023788753535254382,0.0006449041121371875,-0.022513838996197487,-0.03641184300165949,1089.85,0.0,False
6515,1800,311.97393519564287,308.03585091632004,307.7700805438558,304.6503510216889,CROMPTON,0.0,0.0,-0.0345347286429118,-0.000862790391682228,-0.021347365969576725,-0.011325609867566713,301.2,0.0,False
7580,5000,129.25434360853632,128.9366497644694,129.09760515194205,132.78707015130672,CUB,0.0,0.0,0.0011268974596693496,0.0012483292203316443,0.002342373800831182,-0.02550752981782982,129.4,0.0,False
9973,600,1709.8497980668876,1723.3536817116028,1723.3819514502793,1724.473803071364,CUMMINSIND,0.0,0.0,0.019007635623816892,1.6403909990445155e-05,0.011006294068333724,0.01036617482782143,1742.35,0.0,False
13775,1250,555.7199081163859,559.6299312960488,560.0159976158546,568.9631123919308,DABUR,0.0,0.0,0.008511647350635315,0.0006898600275217323,0.0007749821183556742,-0.01496250320366382,560.45,0.0,False
2623,500,2307.4343180389687,2220.134745513386,2231.7796703296704,2396.0165975103737,DALBHARAT,0.0,0.0,-0.014229795310868872,0.00524514326881165,0.019186629504517484,-0.05067435577722374,2274.6,0.0,False
7701,300,2193.492968760533,2214.4147457069244,2216.2391958688863,2282.512883941455,DEEPAKNTR,0.0,0.0,-0.0028233364996981874,0.0008238972240855196,-0.013057794448735217,-0.041714061993394246,2187.3,0.0,False
4610,2800,186.2709018449362,184.9497092767802,184.93898877962957,181.51053864168617,DELTACORP,0.0,0.0,-0.05755542996114843,-5.796439038779875e-05,-0.05076803350978268,-0.03283852654667427,175.55,0.0,False
11405,200,3734.441085857118,3696.219799316105,3703.153157108984,3811.711527208894,DIVISLAB,0.0,0.0,0.006469218174139927,0.0018757969410157986,0.014972873261958923,-0.013933774061801778,3758.6,0.0,False
6072,200,5082.596031312579,5044.5047102483595,5046.233618973427,5102.670355270821,DIXON,0.0,0.0,-0.04310711100445205,0.00034273111521830504,-0.03621188251894709,-0.04687160616279464,4863.5,0.0,False
19497,1650,521.3467972970018,513.3970968732184,514.8471845771305,538.0889498053893,DLF,0.0,0.0,-0.004980940346167384,0.0028244953326454275,0.0075805317379273535,-0.03594006123408345,518.75,0.0,False
21528,125,5731.8302488303725,5729.771236700929,5730.526900347695,5746.566903331513,DRREDDY,0.0,0.0,-0.010342289680066669,0.00013188373768325973,-0.010117202371770951,-0.012880195180291355,5672.55,0.0,False
21097,175,3383.0458270746044,3389.8331625730348,3389.294336440609,3378.249671857817,EICHERMOT,0.0,0.0,0.015549352747279718,-0.0001589535846114003,0.013677084064664915,0.01699114444392645,3435.65,0.0,False
5493,275,3108.4280954380197,3097.8387873364068,3098.507006932912,3116.728684515707,ESCORTS,0.0,0.0,0.0004574352432559202,0.00021570509067063946,0.0036607930986464646,-0.0022070206334869925,3109.85,0.0,False
4641,3600,270.76721982268697,269.6996695168858,269.6664627615987,268.77416613554277,EXIDEIND,0.0,0.0,-0.04530540968260562,-0.00012312493873863515,-0.04140842226818002,-0.038226018085240794,258.5,0.0,False
22939,5000,144.7872878080685,144.65736845849239,144.7740560099506,147.18005215123856,FEDERALBNK,0.0,0.0,0.00941182207748744,0.0008066478237623223,0.009504078479053053,-0.006998585312227599,146.15,0.0,False
1446,40,20150.859851371955,20043.190038429657,20057.24951917843,20424.901477832515,FINNIFTY,0.0,0.0,-0.014749239167167279,0.0007014592348730663,-0.010150919196759707,-0.027968383517173963,19853.65,0.0,False
13444,9150,123.46482767603227,122.62527965344347,122.7259932963676,125.47251197726125,GAIL,0.0,0.0,-0.014699147199997032,0.0008213122384614765,-0.008767444185757886,-0.03046493544302339,121.65,0.0,False
5480,1450,819.7512522756048,795.0010686979222,799.2661061948302,864.2857142857144,GLENMARK,0.0,0.0,0.012441271295510509,0.005364819828347427,0.03839008506347237,-0.039727272727272854,829.95,0.0,False
5305,22500,62.747293857543895,62.244303990717846,62.21772118344451,61.104404660414886,GMRINFRA,0.0,0.0,-0.05653301743334725,-0.000427072126588479,-0.04850259903520047,-0.031166405613450136,59.2,0.0,False
6398,1300,615.1158096943975,627.8786927898122,630.2144049543292,654.058509058509,GNFC,0.0,0.0,-0.02270435822700776,0.003720005458600364,-0.046118280899078296,-0.08089262401718265,601.15,0.0,False
7967,1000,1022.6085623438564,1023.2755138676958,1022.6241567481632,1007.978809283552,GODREJCP,0.0,0.0,-0.03222989084729958,-0.0006365412938209987,-0.03224464876032023,-0.018183724811218698,989.65,0.0,False
6884,475,1656.2652000803162,1650.5309410472353,1653.5367809356514,1685.0351084322376,GODREJPROP,0.0,0.0,-0.05923882242744594,0.0018211351351638517,-0.0576865190030287,-0.0753011660097052,1558.15,0.0,False
5437,2000,324.1558638161147,312.0885215125857,315.4526505646173,330.6468247101575,GRANULES,0.0,0.0,-0.0007893234233141694,0.010779406546984751,0.02677850200422504,-0.020404928176980763,323.9,0.0,False
28674,475,1882.6546289057576,1848.6716439314423,1854.6832825199106,1937.0147161878065,GRASIM,0.0,0.0,0.016251186290087177,0.0032518693128671147,0.031577745932187595,-0.012268732905951926,1913.25,0.0,False
6820,1250,454.70631925726263,454.0357310071216,453.96169340589444,452.35155412647373,GUJGASLTD,0.0,0.0,-0.02882370158978888,-0.00016306558310501823,-0.02723069718316877,-0.023768137919269006,441.6,0.0,False
14735,300,4060.904184078003,3998.9166476331347,3998.1051967193453,3969.3104335520393,HAL,0.0,0.0,-0.03531336312741928,-0.00020291768628630068,-0.0201608493907279,-0.013052754230078041,3917.5,0.0,False
11525,500,1399.203631971344,1386.1186362013568,1386.6022764678369,1402.530276308054,HAVELLS,0.0,0.0,0.011503949575929592,0.00034891693528157344,0.020696434744984168,0.009104775781069266,1415.3,0.0,False
15504,700,1193.1068918223898,1217.5531286112112,1220.599572393492,1286.2186314114335,HCLTECH,0.0,0.0,0.06863853418240175,0.002502103366738334,0.044568611063686786,-0.008722180768850127,1275,0,False
16408,300,2448.817882935803,2461.6265710308535,2470.03104211163,2644.9252859170215,HDFCAMC,0.0,0.0,0.08148099475040779,0.003414194167256274,0.07219300277940026,0.00129482450835697,2648.35,0.0,False
203010,550,1596.5991739254032,1603.8949650195873,1605.7740457574635,1644.6439189038156,HDFCBANK,0.0,0.0,-0.024144553344986476,0.0011715734376990313,-0.029720274707112655,-0.052652077394073245,1558.05,0.0,False
14758,1100,635.8031068708,647.489855954555,647.6353596405179,649.7582634435125,HDFCLIFE,0.0,0.0,0.014150439077719405,0.00022471963788284294,-0.0043780185845500395,-0.0076309355686149435,644.8,0.0,False
12329,300,2953.8869295151867,2974.8251107662973,2975.7913512417153,2997.4531992176585,HEROMOTOCO,0.0,0.0,0.013850587873222499,0.00032480580855699176,0.006387762619967644,-0.0008851511737867341,2994.8,0.0,False
19368,1400,490.8133286810886,473.7445430543627,477.5875101500111,502.1544480685858,HINDALCO,0.0,0.0,-0.022540807338745097,0.0081118973336806,0.0045279447306100186,-0.04461664763651705,479.75,0.0,False
5809,5300,163.57099647396032,162.474754539237,162.46494741631298,159.91770373344036,HINDCOPPER,0.0,0.0,-0.06126389573933788,-6.036090315595478e-05,-0.05487305143717313,-0.03981862911222381,153.55,0.0,False
17956,2700,260.31377830233885,259.43401999940625,259.3568095483495,257.8183865683866,HINDPETRO,0.0,0.0,0.01377653430813005,-0.00029761112693296043,0.0175171435042023,0.023588749865984585,263.9,0.0,False
31573,300,2526.9317314513014,2532.095856340398,2530.513397542436,2507.1212121212116,HINDUNILVR,0.0,0.0,-0.019878547103625875,-0.0006249600677633776,-0.021265802265539573,-0.012133921556777514,2476.7,0.0,False
10535,5100,189.3459227456145,188.76807533066085,188.77169208653598,190.96907993966818,IBULHSGFIN,0.0,0.0,-0.001298801379234891,1.9159785725384886e-05,0.0017391797988096356,-0.009787343271793899,189.1,0.0,False
118434,700,976.0265552695611,974.5342612070407,975.296296756594,990.5317192167707,ICICIBANK,0.0,0.0,-0.014575992008364975,0.0007819484443876107,-0.013838150315423884,-0.02900635957371402,961.8,0.0,False
6014,500,1345.3457452633882,1347.4314895077887,1348.3508858470013,1369.2734375,ICICIGI,0.0,0.0,0.008142334247667471,0.0006823325314658522,0.005895434368335937,-0.00947468719154208,1356.3,0.0,False
4211,1500,555.2902509438153,556.6638940154056,556.9672761701877,569.125,ICICIPRULI,0.0,0.0,0.020637403658189224,0.0005450005973868222,0.01756427037703215,-0.00417307269931913,566.75,0.0,False
13272,80000,10.076913057002876,9.922649158264894,9.95310777084515,10.974324324324325,IDEA,0.0,0.0,0.08168046487462008,0.003069604910386881,0.09513533370235437,-0.006772564955054817,10.9,0.0,False
9756,10000,124.50716316088685,124.76947641109949,124.7826938022149,125.29786407766991,IDFC,0.0,0.0,0.017612133980432876,0.00010593449211772342,0.015365161140246813,0.011190421581815074,126.7,0.0,False
16593,15000,90.59796802498184,91.62910402817039,91.67450133507437,93.05937060478199,IDFCFIRSTB,0.0,0.0,0.0314800876575039,0.0004954463692018871,0.019367421028406894,0.004197636333443464,93.45,0.0,False
17007,3750,139.573830438262,135.15335116368408,135.15382830793615,135.23333333333332,IEX,0.0,0.0,-0.056055138801415494,3.5303915734622758e-06,-0.02518484567215386,-0.025757949223564114,131.75,0.0,False
9355,1375,467.2898153370773,467.038012686684,467.09186652708433,468.47641796637157,IGL,0.0,0.0,-0.021485200420717766,0.00011530933015609673,-0.021070515742996038,-0.02396367786260147,457.25,0.0,False
8983,2000,421.3640257904965,417.2477914542803,417.41779321275413,420.52049057732575,INDHOTEL,0.0,0.0,-0.03456399905799686,0.00040743596959814406,-0.025436848609235802,-0.03262740076824579,406.8,0.0,False
6761,2900,252.90562743467055,250.93197836998618,250.92629940940168,250.18323474246142,INDIACEM,0.0,0.0,-0.09175607387646972,-2.2631474160422386e-05,-0.08459176841710672,-0.08187293110806115,229.7,0.0,False
1771,300,3160.3029706866023,3143.936374759657,3142.22981444333,3104.822796934866,INDIAMART,0.0,0.0,-0.05445774417293025,-0.0005428100676680524,-0.049019270880611115,-0.03756182061340122,2988.2,0.0,False
16971,300,2471.961256530722,2477.3858921161823,2476.5264953512515,2463.2875684597498,INDIGO,0.0,0.0,-0.03190230280607233,-0.00034689660890767024,-0.033686897962874,-0.02849345296036098,2393.1,0.0,False
41506,500,1410.1280759582894,1420.911769670033,1422.7431862731937,1461.2213356973996,INDUSINDBK,0.0,0.0,0.0034904092228400826,0.00128890240918057,-0.0054072908922837195,-0.031597770008855885,1415.05,0.0,False
27422,3400,179.0459319743456,179.9338072257728,180.11774793222332,184.3042155848896,INDUSTOWER,0.0,0.0,-0.002211343033486609,0.0010222687403025246,-0.008148824583214411,-0.03067871001727186,178.65,0.0,False
55854,400,1440.852593877665,1455.4475620084147,1458.604942556956,1507.7974101628297,INFY,0.0,0.0,0.039558110499660376,0.0021693536963876643,0.026905885410100604,-0.006597312142720516,1497.85,0.0,False
11446,9750,93.96092505905501,92.51156172681063,92.63908034591586,94.60298378144206,IOC,0.0,0.0,-0.01129113041818406,0.0013784073766022627,0.0028165181812024663,-0.018001374939467032,92.9,0.0,False
2047,650,888.335087204789,889.2374425707759,889.6101452982284,899.7034291010194,IPCALAB,0.0,0.0,0.0125120722521328,0.0004191262193987697,0.011060861607499951,-0.00028168071035652694,899.45,0.0,False
19190,875,725.691682104699,702.3476902818132,702.1858527720511,698.0679836473313,IRCTC,0.0,0.0,-0.0746759036117497,-0.0002304236377529367,-0.04370047139359358,-0.03805930692955776,671.5,0.0,False
43836,1600,447.87222643022636,446.9239154500451,447.2741334926909,451.74665555367994,ITC,0.0,0.0,-0.00038454367130354947,0.0007836189349883609,0.0009521375716130928,-0.008957798588946278,447.7,0.0,False
18629,1250,684.1513293818798,688.0356868831087,689.4649555498518,711.7362739408009,JINDALSTEL,0.0,0.0,0.008694963179410542,0.0020773176362665355,0.000921068496718308,-0.030399285146734626,690.1,0.0,False
2578,250,3372.957928802589,3302.876247109349,3304.5847601128885,3336.5086419753093,JKCEMENT,0.0,0.0,-0.04650456131193846,0.0005172803567904231,-0.026776362700972403,-0.036088215226088544,3216.1,0.0,False
13542,1350,817.8061757062803,807.7220374447122,808.5077291274324,818.382374469331,JSWSTEEL,0.0,0.0,-0.048001808830041716,0.0009727253266554317,-0.037053114086817454,-0.04867208252763242,778.55,0.0,False
14117,1250,513.004097909791,509.19145662808444,509.46649029982365,517.1323283082078,JUBLFOOD,0.0,0.0,0.038783125069124874,0.0005401380328737418,0.04599617471678184,0.030490593661734417,532.9,0.0,False
62870,400,1796.6763484721569,1793.273596055512,1794.4874219231278,1823.6136828769127,KOTAKBANK,0.0,0.0,-0.020552587840073695,0.0006768771203043739,-0.019357851996477198,-0.03502040123770185,1759.75,0.0,False
7356,8924,128.36702037231717,127.50910124235833,127.60116459918167,129.99306895975903,L&TFH,0.0,0.0,-0.04025193042052922,0.000722014004697276,-0.03449157077058444,-0.052257162740437374,123.2,0.0,False
2557,300,2277.4049662783573,2219.7562875855183,2237.8717860946294,2302.510641994614,LALPATHLAB,0.0,0.0,0.050296295747886854,0.008161030384473337,0.06885033131154329,0.03884427562424046,2391.95,0.0,False
6489,1700,395.71926897181567,395.823170770619,395.83196553139106,395.984866975836,LAURUSLABS,0.0,0.0,-0.013821083279634796,2.2218913447956258e-05,-0.014101856387210827,-0.014482540758775867,390.25,0.0,False
9771,2000,452.0584912536443,440.4916469558415,443.9219686528414,465.08041355542787,LICHSGFIN,0.0,0.0,0.008829628960815397,0.007787484100337051,0.0273201873382461,-0.01941688639689751,456.05,0.0,False
28441,300,2892.603324667139,2809.0959624770235,2814.940748590973,2926.014213442544,LT,0.0,0.0,0.004026364497870147,0.0020806644529137,0.03172686723645292,-0.007438177621474326,2904.25,0.0,False
9934,150,5394.284981403103,5332.009656672134,5348.370190319163,5542.7159953298315,LTIM,0.0,0.0,0.003144998578195982,0.0030683615935609937,0.011756817019632012,-0.023718695931850334,5411.25,0.0,False
3317,200,4592.488918174194,4497.266097409022,4514.940659782754,4704.742227469501,LTTS,0.0,0.0,0.01120548851455153,0.003930068177178631,0.028573872823270646,-0.01292147891005686,4643.95,0.0,False
7845,850,1136.8617274308635,1124.2456337418205,1125.5224607789003,1156.183945401365,LUPIN,0.0,0.0,-0.006695385416892252,0.0011357189200994512,0.003311830150879572,-0.023295553885255678,1129.25,0.0,False
21394,700,1572.3832187488133,1569.9492280400043,1569.3739870603501,1561.5532712642705,M&M,0.0,0.0,0.008469170296655323,-0.0003664073776273078,0.010402882343061345,0.015463275688430261,1585.7,0.0,False
9413,4000,294.9147723286325,293.30842696629213,293.51538269882406,299.5444444444444,M&MFIN,0.0,0.0,0.0058838275806470525,0.0007055908167129059,0.010679567361525139,-0.00966282132126563,296.65,0.0,False
11183,6000,154.05028457299034,152.28297726957283,152.1729167326513,142.41098484848484,MANAPPURAM,0.0,0.0,-0.11003085531438374,-0.000722736965712898,-0.09905124417857164,-0.037293365073876567,137.1,0.0,False
9493,1200,566.4738032095743,573.6342711153386,574.4874459313328,584.8154709182168,MARICO,0.0,0.0,0.014698290977006222,0.0014873149303567936,0.0005440572650991007,-0.01712586519383892,574.8,0.0,False
26768,100,10209.270028919183,10134.89379450786,10151.636834058567,10540.091077273373,MARUTI,0.0,0.0,0.009494309662321555,0.001652019240673277,0.015225442799813046,-0.022190612543917222,10306.2,0.0,False
14718,700,1046.104232425242,1036.1938769695803,1037.8272161440063,1055.8288226322557,MCDOWELL-N,0.0,0.0,-0.02624426091995941,0.001576287228412184,-0.018478235919904207,-0.03521292640938353,1018.65,0.0,False
7211,400,1730.240814718956,1712.5904579696282,1713.809719934102,1753.5783931357257,MCX,0.0,0.0,0.014049596492146378,0.0007119401832469319,0.02377176391989677,0.0005540709603160776,1754.55,0.0,False
4237,400,1393.1188618323692,1391.24637406987,1396.6116419656782,1465.4856988667027,METROPOLIS,0.0,0.0,0.02324362913659775,0.0038564469930031614,0.020684603483372428,-0.027284946484039157,1425.5,0.0,False
8040,800,933.2579459674217,930.2820358140716,930.8947123631884,942.8417533432392,MFSL,0.0,0.0,-0.006384029188463786,0.0006585922607660438,-0.00386156706601423,-0.01648394684275438,927.3,0.0,False
3071,800,1042.1135573220718,1035.6292409743367,1035.8251716584525,1041.8391188251,MGL,0.0,0.0,-0.02150778786495017,0.00018918998842822385,-0.015567464568016408,-0.021250036042097055,1019.7,0.0,False
11095,7100,98.57797968730615,98.56307709492367,98.55908206277613,98.42493365993059,MOTHERSON,0.0,0.0,-0.0220939777241814,-4.053274578365208e-05,-0.021906474954798364,-0.020573380998426267,96.4,0.0,False
9434,275,2390.7620706938114,2425.970056428339,2428.820295340581,2482.44705238307,MPHASIS,0.0,0.0,0.04251277471400272,0.001174886270623872,0.026177195892750655,0.004009329265401862,2492.4,0.0,False
3802,10,109535.61049254576,108992.75708273135,109132.33607720696,110442.4528301887,MRF,0.0,0.0,-0.005238574833933196,0.00128062632978137,-0.0015626539606584304,-0.013406555108525935,108961.8,0.0,False
11844,550,1271.7836018869289,1269.6558755929386,1270.5184211761396,1291.0757575757575,MUTHOOTFIN,0.0,0.0,0.0021358964756589497,0.0006793538310513559,0.003133822192184064,-0.012838718005891205,1274.5,0.0,False
8312,7500,100.2131669607596,97.22865385905665,97.23460101088588,98.04040404040406,NATIONALUM,0.0,0.0,-0.06199950714253427,6.116665811144212e-05,-0.03326594625018056,-0.041211621677313154,94,0,False
10704,150,4391.972354489382,4388.153084620824,4389.3501834824565,4419.728113104948,NAUKRI,0.0,0.0,0.011015015944070658,0.0002728024384171239,0.01161899014333854,0.004665872281579206,4440.35,0.0,False
3969,150,4649.510019934949,4603.155438203446,4598.741379310345,4533.222486144101,NAVINFLUOR,0.0,0.0,-0.033339001157183815,-0.0009589202346864911,-0.022667371507196558,-0.008541933748554607,4494.5,0.0,False
8543,40,22104.387530898104,22139.926289926287,22163.70868338253,22453.388200085505,NESTLEIND,0.0,0.0,0.02153475043977194,0.0010741857558516318,0.01880061331657411,0.005656687479977438,22580.4,0.0,False
217066,50,19866.829833503067,19672.213098818662,19713.937862922012,20151.983701769394,NIFTY,0.0,0.0,-0.004436029011253998,0.0021210000061383863,0.003285093903019424,-0.01852342217489078,19778.7,0.0,False
24908,4500,138.1163735378289,132.79464158555695,134.3781528474995,148.7058543172611,NMDC,0.0,0.0,0.0429610647179781,0.011924511735078833,0.07197484819929549,-0.031309152814709716,144.05,0.0,False
25245,3000,236.4485424444696,232.0146333832887,232.24720986213435,238.42732636095468,NTPC,0.0,0.0,0.010579289386475501,0.0010024215949407005,0.02886058412432389,0.002192171707088783,238.95,0.0,False
9577,700,1124.1245154580695,1137.278696082784,1138.9944976677932,1163.542417394491,OBEROIRLTY,0.0,0.0,0.01083108176585677,0.0015086905179169975,-0.002365681022437347,-0.02341334272582401,1136.3,0.0,False
1791,200,4337.687991021325,4238.696797730036,4239.925583530029,4280.344444444444,OFSS,0.0,0.0,-0.017402817163793046,0.0002898970741787307,0.005253492315170705,-0.004239015032538852,4262.2,0.0,False
16601,3850,184.60280435621988,181.25027698512326,182.0967218102691,187.31671895551494,ONGC,0.0,0.0,0.010548028512192678,0.004670033277881824,0.024455564852896693,-0.004093168830791964,186.55,0.0,False
10937,15,41198.008453327595,40760.32656663724,40728.48487581935,40363.25459317585,PAGEIND,0.0,0.0,-0.037534786543855204,-0.0007811932214486786,-0.026439355136892582,-0.01763001027415066,39651.65,0.0,False
14814,750,1081.7393048295917,1078.4334848146218,1077.253296507484,1066.9820618111087,PEL,0.0,0.0,-0.031236088657159888,-0.0010943542868020629,-0.027201862925355563,-0.017837283767267252,1047.95,0.0,False
6059,175,5552.266824085005,5572.836880948817,5590.952986935453,5901.357753357752,PERSISTENT,0.0,0.0,0.03804449292650939,0.0032507870539987835,0.030861825071279072,-0.023360345045902963,5763.5,0.0,False
6841,3000,238.94032199841166,234.79111084839053,235.0850565153291,242.0075792730085,PETRONET,0.0,0.0,-0.00393538432754733,0.0012519454670852582,0.012399526911149457,-0.016559726290586777,238,0,False
9517,7750,286.3991910772622,279.5820940889748,279.6080222703775,280.0873351442063,PFC,0.0,0.0,-0.19762343205080263,9.273906287578893e-05,-0.17813516889087588,-0.17954162446622318,229.8,0.0,False
10663,250,2570.802242531296,2533.9468342194295,2529.918295594679,2481.722448979592,PIDILITIND,0.0,0.0,-0.022853660837578282,-0.0015898276042526178,-0.007062795516279188,0.012220363736838406,2512.05,0.0,False
10265,250,3716.19121398205,3683.793712271887,3683.2708515946338,3668.3310069790627,PIIND,0.0,0.0,-0.0696926501003512,-0.00014193538457694648,-0.061377742963637585,-0.057555058847574704,3457.2,0.0,False
15275,16000,66.90423441074819,66.24807122157252,66.95130654649044,73.28166049953747,PNB,0.0,0.0,0.1239946269816234,0.01061518187549784,0.12320436865233891,0.0261776205313285,75.2,0.0,False
5795,300,5043.384406671455,5101.883292431148,5104.567043840101,5137.985060147457,POLYCAB,0.0,0.0,0.03704171212517989,0.000526031517211382,0.024611873069921825,0.017947685478457976,5230.2,0.0,False
19147,3600,261.3811731340456,240.20392022444807,237.86244716189026,194.94143473269415,POWERGRID,0.0,0.0,-0.22852132928263086,-0.009747855323801222,-0.15224112756749658,0.03441323429523701,201.65,0.0,False
11455,407,1837.9173777751623,1799.462528824918,1799.1237137547155,1783.3602318896435,PVRINOX,0.0,0.0,-0.06970790924793972,-0.00018828681607716057,-0.0496484555630139,-0.04124810600475224,1709.8,0.0,False
4048,850,884.4458225391841,880.5874683641383,881.2595852729581,896.0209898937549,RAMCOCEM,0.0,0.0,-0.018877156874630815,0.0007632596794369603,-0.015329859100226098,-0.03155170494064773,867.75,0.0,False
9683,5000,233.3336790665204,233.06572936475715,232.76557249626308,228.6020746887967,RBLBANK,0.0,0.0,-0.028001440223542375,-0.0012878635967294586,-0.025629101556068127,-0.00788301983369974,226.8,0.0,False
7821,8000,255.4631505506913,250.40057750871065,250.37937456254375,246.87707703927495,RECLTD,0.0,0.0,0.017172141813221117,-8.467610729121183e-05,0.037825102223388425,0.05254810659744342,259.85,0.0,False
170064,250,2440.5623944814147,2461.3045179458713,2461.302685552666,2461.2587877559295,RELIANCE,0.0,0.0,-0.028338711863218163,-7.444804948124717e-07,-0.036526464656450375,-0.036509280618093304,2371.4,0.0,False
15513,8000,99.25851884147175,94.7321472414789,94.75809220997088,98.32952286282307,SAIL,0.0,0.0,-0.046429454068644016,0.00027387712880453145,-0.0011407174569466822,-0.03742032662922883,94.65,0.0,False
11576,800,830.5201990832591,836.7686113421294,836.5658532455712,833.2975543478261,SBICARD,0.0,0.0,-0.03650747942882896,-0.00024231082979188386,-0.04347040116983608,-0.03971877053416966,800.2,0.0,False
11428,750,1325.489809948329,1324.7069133820687,1325.8107608748699,1355.5688109161792,SBILIFE,0.0,0.0,0.007627512468062745,0.0008332767660908115,0.007383587020119202,-0.014730945972918299,1335.6,0.0,False
51557,1500,578.846393827341,579.128282350053,580.6823481026317,600.9826490293764,SBIN,0.0,0.0,0.01762748508320587,0.002683456843572623,0.014410033169958316,-0.019855230510645153,589.05,0.0,False
6853,25,25119.771152296533,25027.90570342206,25092.916545844695,26419.565487274984,SHREECEM,0.0,0.0,0.046800937818097466,0.002597534256082229,0.04792123115534905,-0.004699755086236629,26295.4,0.0,False
11964,600,1903.514591572344,1909.4759574606903,1909.9308405818929,1921.413043478261,SHRIRAMFIN,0.0,0.0,0.0001236704087787208,0.00023822406321757558,-0.003236159367953754,-0.009192736324036945,1903.75,0.0,False
5797,275,3921.7781705700404,3894.806404133248,3892.762032551677,3832.372348148746,SIEMENS,0.0,0.0,-0.04331661893700328,-0.0005248968419590282,-0.03618562639426041,-0.02099805051239829,3751.9,0.0,False
8565,375,2392.0505123860244,2396.101332846449,2396.7448538897306,2404.3082975679545,SRF,0.0,0.0,-0.02897117432394788,0.00026857004520630266,-0.030873062591390454,-0.033921730274962515,2322.75,0.0,False
36127,700,1125.9008010616974,1130.5454016481096,1131.2727190448534,1148.367030123822,SUNPHARMA,0.0,0.0,0.017896069457719856,0.000643333205091494,0.013062527458120981,-0.002017673847334435,1146.05,0.0,False
5310,1500,608.2881828769536,609.1552012517536,609.0661711006782,606.4716981132076,SUNTV,0.0,0.0,-0.03359950670139491,-0.0001461534776236243,-0.03483393448422392,-0.030704974644557174,587.85,0.0,False
4061,1000,823.5937747296229,811.8026872814283,813.0184674631306,836.6300268096514,SYNGENE,0.0,0.0,-0.05408464232776183,0.0014976301516981573,-0.04178068373910717,-0.06882376315038952,779.05,0.0,False
14457,550,1056.8702211173277,1059.4811938070698,1060.0542610364485,1072.548792360113,TATACHEM,0.0,0.0,-0.020172979322653155,0.0005408941968280455,-0.023116044090507132,-0.0344961391254736,1035.55,0.0,False
11683,500,1866.7759224346887,1856.976559350342,1859.9100573487542,1922.3869978534192,TATACOMM,0.0,0.0,0.0061464675151512325,0.0015797173010295821,0.009860661045829725,-0.02295947585096214,1878.25,0.0,False
11046,900,871.5825519568656,860.4644214681686,863.1193163467497,888.6215260419559,TATACONSUM,0.0,0.0,-0.00038154958026516834,0.0030854208638297744,0.009420115503455982,-0.019548846761940502,871.25,0.0,False
44156,1425,619.174307115574,617.7073858623937,618.1410127887824,627.9604167164845,TATAMOTORS,0.0,0.0,0.013850207907327198,0.0007019940773142742,0.015544976004530163,-0.0003350795860425613,627.75,0.0,False
25319,3375,265.38343159429706,258.31652177978833,258.5100710710033,266.12632702250187,TATAPOWER,0.0,0.0,-0.031401476513562926,0.0007492718231162579,-0.005648023943339075,-0.03410533307264419,257.05,0.0,False
39643,5500,127.75890465389647,126.43405099622943,127.03538371242975,132.77813022665666,TATASTEEL,0.0,0.0,0.0007130254157258918,0.004756097834896163,0.006412514873921225,-0.037115526617555024,127.85,0.0,False
56707,175,3463.4901408713317,3451.4184287507805,3459.3310684697094,3578.187035507845,TCS,0.0,0.0,0.03571826513054419,0.0022925761921578397,0.036963484847044516,0.002518863436347923,3587.2,0.0,False
20638,600,1229.4315871602985,1238.5329386365465,1242.4691487669054,1281.9943080004216,TECHM,0.0,0.0,0.052925606857063476,0.0031781230902846085,0.041876976410024254,0.009754873263894624,1294.5,0.0,False
13487,375,3196.604457271124,3140.945905409459,3151.3158181807034,3269.543699650403,TITAN,0.0,0.0,0.03171976517089493,0.0033015254269055947,0.04654696332656982,0.008703447013918045,3298,0,False
4634,500,1876.6908560488648,1890.011026660891,1888.6200112633755,1860.1803542673106,TORNTPHARM,0.0,0.0,-0.000448052510169535,-0.0007359826889333176,-0.006761556685419875,0.008423723912975797,1875.85,0.0,False
8516,400,2065.1772342503664,2054.205016188934,2054.6818536630158,2067.5788795878943,TRENT,0.0,0.0,-0.005315395728905158,0.00023212749960381366,-0.00023451497474264552,-0.006470795247512476,2054.2,0.0,False
9411,700,1415.763099487118,1428.6642901435384,1429.7567941940792,1463.8416086915088,TVSMOTOR,0.0,0.0,0.05759219218414426,0.0007647031273043482,0.04724104552620311,0.022856565293562593,1497.3,0.0,False
5261,400,1594.373839625144,1592.3762934220251,1594.0825045524582,1624.9448529411766,UBL,0.0,0.0,-0.01259042209941405,0.0010714873974708697,-0.012409962781701958,-0.031167121056144532,1574.3,0.0,False
